race,lap,short_name,id,team,engine,grid_position,quali_time,lap_position,lap_time,gap_to_leader,position,points,fastest_s1,fastest_s2,fastest_s3,ideal_time,s1_speed,s2_speed,s3_speed,speed_trap,tyre,pit_time,tyre_num,used,tyre_age,pit_this_lap,next_pit,soft,medium,hard,total_laps,lap_pcts,tyre_age_pct,next_pit_pcts,distances
Belgian,2,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,132.454,3.536,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,2,0,14,0,1,0,44.0,0.045454545454545456,0.045454545454545456,0.3181818181818182,7004
Belgian,3,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,186.529,2.258,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,3,0,14,0,1,0,44.0,0.06818181818181818,0.06818181818181818,0.3181818181818182,7004
Belgian,4,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,185.892,0.598,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,4,0,14,0,1,0,44.0,0.09090909090909091,0.09090909090909091,0.3181818181818182,7004
Belgian,5,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,112.872,1.272,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,5,0,14,0,1,0,44.0,0.11363636363636363,0.11363636363636363,0.3181818181818182,7004
Belgian,6,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,112.708,1.658,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,6,0,14,0,1,0,44.0,0.13636363636363635,0.13636363636363635,0.3181818181818182,7004
Belgian,7,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.008,1.907,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,7,0,14,0,1,0,44.0,0.1590909090909091,0.1590909090909091,0.3181818181818182,7004
Belgian,8,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,113.535,1.362,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,8,0,14,0,1,0,44.0,0.18181818181818182,0.18181818181818182,0.3181818181818182,7004
Belgian,9,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,114.803,1.54,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,9,0,14,0,1,0,44.0,0.20454545454545456,0.20454545454545456,0.3181818181818182,7004
Belgian,10,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,114.571,1.486,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,10,0,14,0,1,0,44.0,0.22727272727272727,0.22727272727272727,0.3181818181818182,7004
Belgian,11,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,1.0,114.843,0.0,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,11,0,14,0,1,0,44.0,0.25,0.25,0.3181818181818182,7004
Belgian,12,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,115.163,1.58,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,12,0,14,0,1,0,44.0,0.2727272727272727,0.2727272727272727,0.3181818181818182,7004
Belgian,13,PER,785,Red Bull,Red Bull RBPTH001,2,104.462,2.0,115.277,3.129,2,18,31.853,48.661,30.107,110.621,337.5,194.8,214.7,314.5,Mediumnew,0.0,2,0,13,0,14,0,1,0,44.0,0.29545454545454547,0.29545454545454547,0.3181818181818182,7004
